Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDP25,15.2,Low fat,0.035497039,Canned,216.78,OUT010,1998,Tier 3,Grocery Store,436.76
FDP25,15.2,Low fat,0.037131628,Canned,216.48,OUT019,1985,Tier 1,Grocery Store,218.38
FDP26,7.785,Low fat,0.139436695,Dairy,103.03,OUT013,1987,Tier 3,Supermarket Type1,2404.2
FDP26,7.785,Low fat,0.140121306,Dairy,102.53,OUT018,2009,Tier 3,Supermarket Type2,1358.9
FDP26,7.785,Low fat,0.140342195,Dairy,105.63,OUT017,2007,Tier 2,Supermarket Type1,627.18
FDP26,7.785,Low fat,0.139552827,Dairy,105.63,OUT046,1997,Tier 1,Supermarket Type1,418.12
FDP26,7.785,Low fat,0.244338986,Dairy,105.93,OUT019,1985,Tier 1,Grocery Store,209.06
FDP27,8.155,Low fat,0.118872194,Meat,188.35,OUT027,1985,Tier 3,Supermarket Type3,5313.08
FDP27,8.155,Low fat,0.119351235,Meat,190.15,OUT013,1987,Tier 3,Supermarket Type1,4933.58
FDP27,8.155,Low fat,0.119692888,Meat,188.45,OUT045,2002,Tier 2,Supermarket Type1,4364.32
FDP27,8.155,Low fat,0.119428052,Meat,190.85,OUT035,2004,Tier 2,Supermarket Type1,2466.79
FDP27,8.155,Low fat,0.119937231,Meat,189.15,OUT018,2009,Tier 3,Supermarket Type2,2087.28
FDP27,8.155,Low fat,0.199935881,Meat,188.45,OUT010,1998,Tier 3,Grocery Store,379.51
FDP27,8.155,Low fat,0.20914265,Meat,190.95,OUT019,1985,Tier 1,Grocery Store,379.51
FDP28,13.65,Regular,0.080765853,Frozen Foods,262.89,OUT049,1999,Tier 1,Supermarket Type1,4958.88
FDP28,13.65,Regular,0.080640478,Frozen Foods,262.69,OUT046,1997,Tier 1,Supermarket Type1,4175.9
FDP28,13.65,Regular,0.080573371,Frozen Foods,260.19,OUT013,1987,Tier 3,Supermarket Type1,3914.9
FDP28,13.65,Regular,0.081096613,Frozen Foods,261.29,OUT017,2007,Tier 2,Supermarket Type1,3131.92
FDP28,13.65,Regular,0.080968973,Frozen Foods,259.79,OUT018,2009,Tier 3,Supermarket Type2,2609.94
FDP28,13.65,Regular,0.080804019,Frozen Foods,261.19,OUT045,2002,Tier 2,Supermarket Type1,2348.94
FDP28,13.65,Regular,0.08062523,Frozen Foods,259.69,OUT035,2004,Tier 2,Supermarket Type1,2087.95
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.09,OUT010,1998,Tier 3,Grocery Store,260.99
FDP31,21.1,Regular,0.160722863,Fruits and Vegetables,65.72,OUT027,1985,Tier 3,Supermarket Type3,2237.09
FDP31,21.1,Regular,0.161474419,Fruits and Vegetables,62.92,OUT035,2004,Tier 2,Supermarket Type1,1086.59
FDP31,21.1,Regular,0.162418495,Fruits and Vegetables,64.92,OUT017,2007,Tier 2,Supermarket Type1,639.17
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,65.02,OUT046,1997,Tier 1,Supermarket Type1,639.17
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.22,OUT018,2009,Tier 3,Supermarket Type2,383.5
FDP32,6.65,Low fat,0.087669485,Fruits and Vegetables,127.27,OUT046,1997,Tier 1,Supermarket Type1,2416.19
FDP32,6.65,Low fat,0.087805788,Fruits and Vegetables,126.77,OUT049,1999,Tier 1,Supermarket Type1,1907.52
FDP32,6.65,Low fat,0.08816538,Fruits and Vegetables,126.87,OUT017,2007,Tier 2,Supermarket Type1,1780.35
FDP32,6.65,Low fat,0.087652908,Fruits and Vegetables,128.87,OUT035,2004,Tier 2,Supermarket Type1,1398.85
FDP33,18.7,Low fat,0.088839949,Snack Foods,254.27,OUT027,1985,Tier 3,Supermarket Type3,10993.69
FDP33,18.7,Low fat,0.089777214,Snack Foods,256.47,OUT017,2007,Tier 2,Supermarket Type1,5369.01
FDP33,18.7,Low fat,0.089272253,Snack Foods,254.77,OUT046,1997,Tier 1,Supermarket Type1,5113.34
FDP33,18.7,Low fat,0.066132029,Snack Foods,256.67,OUT018,2009,Tier 3,Supermarket Type2,3068.01
FDP33,18.7,Low fat,0.089197963,Snack Foods,257.37,OUT013,1987,Tier 3,Supermarket Type1,2045.34
FDP33,18.7,Low fat,0.156304192,Snack Foods,256.37,OUT019,1985,Tier 1,Grocery Store,255.67
FDP34,12.85,Low fat,0.137227848,Snack Foods,155.56,OUT046,1997,Tier 1,Supermarket Type1,4224.5
FDP34,12.85,Low fat,0.066132029,Snack Foods,155.46,OUT035,2004,Tier 2,Supermarket Type1,4068.04
FDP34,12.85,Low fat,0.137786856,Snack Foods,157.76,OUT018,2009,Tier 3,Supermarket Type2,2659.87
FDP34,12.85,Low fat,0.137441201,Snack Foods,157.66,OUT049,1999,Tier 1,Supermarket Type1,2659.87
FDP34,12.85,Low fat,0.240268248,Snack Foods,156.46,OUT019,1985,Tier 1,Grocery Store,312.93
FDP36,10.395,Regular,0.091096531,Baking Goods,52.3,OUT013,1987,Tier 3,Supermarket Type1,2226.44
FDP36,10.395,Regular,0.091688111,Baking Goods,49,OUT017,2007,Tier 2,Supermarket Type1,860.21
FDP36,10.395,Regular,0.066132029,Baking Goods,51.4,OUT018,2009,Tier 3,Supermarket Type2,556.61
FDP37,15.6,Low fat,0.142986863,Breakfast,130.4,OUT013,1987,Tier 3,Supermarket Type1,2826.99
FDP37,15.6,Low fat,0.143915417,Breakfast,127.6,OUT017,2007,Tier 2,Supermarket Type1,2441.49
FDP37,15.6,Low fat,0.143396175,Breakfast,128.1,OUT045,2002,Tier 2,Supermarket Type1,2184.49
FDP37,15.6,Low fat,0.143688905,Breakfast,128.2,OUT018,2009,Tier 3,Supermarket Type2,2184.49
FDP37,15.6,Low fat,0.250560049,Breakfast,127,OUT019,1985,Tier 1,Grocery Store,385.5
FDP38,10.1,Low fat,0.031946638,Canned,51.6,OUT027,1985,Tier 3,Supermarket Type3,1821.63
FDP38,10.1,Low fat,0.032283676,Canned,52.2,OUT017,2007,Tier 2,Supermarket Type1,759.01
FDP38,10.1,Low fat,0.032152004,Canned,50.6,OUT049,1999,Tier 1,Supermarket Type1,404.81
FDP38,10.1,Low fat,0.032075379,Canned,50.9,OUT013,1987,Tier 3,Supermarket Type1,354.21
FDP38,10.1,Low fat,0.053732324,Canned,49.8,OUT010,1998,Tier 3,Grocery Store,303.6
FDP39,12.65,Low fat,0.06908877,Meat,52.33,OUT027,1985,Tier 3,Supermarket Type3,1298.31
FDP39,12.65,Low fat,0.069532901,Meat,51.83,OUT049,1999,Tier 1,Supermarket Type1,1090.58
FDP39,12.65,Low fat,0.069817659,Meat,53.53,OUT017,2007,Tier 2,Supermarket Type1,830.92
FDP39,12.65,Low fat,0.069707771,Meat,51.03,OUT018,2009,Tier 3,Supermarket Type2,727.05
FDP39,12.65,Low fat,0.069565759,Meat,52.43,OUT045,2002,Tier 2,Supermarket Type1,571.26
FDP39,12.65,Low fat,0.116203156,Meat,53.53,OUT010,1998,Tier 3,Grocery Store,415.46
FDP39,12.65,Low fat,0.121554149,Meat,53.73,OUT019,1985,Tier 1,Grocery Store,311.59
FDP40,4.555,Regular,0.034357169,Frozen Foods,112.65,OUT046,1997,Tier 1,Supermarket Type1,2684.51
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.75,OUT035,2004,Tier 2,Supermarket Type1,1789.67
FDP40,4.555,Regular,0.034410585,Frozen Foods,111.35,OUT049,1999,Tier 1,Supermarket Type1,1342.25
FDP40,4.56,Regular,0.034328578,Frozen Foods,110.15,OUT013,1987,Tier 3,Supermarket Type1,1230.4
FDP40,4.56,Regular,0.060154968,Frozen Foods,110.15,OUT019,1985,Tier 1,Grocery Store,111.85
FDP44,16.5,Regular,0.07964724,Fruits and Vegetables,101.43,OUT013,1987,Tier 3,Supermarket Type1,1948.13
FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102.13,OUT049,1999,Tier 1,Supermarket Type1,1743.06
FDP44,16.5,Regular,0.079875237,Fruits and Vegetables,102.73,OUT045,2002,Tier 2,Supermarket Type1,1538
FDP44,16.5,Regular,0.079713576,Fruits and Vegetables,101.33,OUT046,1997,Tier 1,Supermarket Type1,1538
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.63,OUT035,2004,Tier 2,Supermarket Type1,1538
FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.23,OUT010,1998,Tier 3,Grocery Store,102.53
FDP45,15.7,Regular,0.030672457,Snack Foods,253.17,OUT049,1999,Tier 1,Supermarket Type1,5285.12
FDP45,15.7,Regular,0.030476541,Snack Foods,252.27,OUT027,1985,Tier 3,Supermarket Type3,5033.45
FDP45,15.7,Regular,0.03079807,Snack Foods,252.97,OUT017,2007,Tier 2,Supermarket Type1,3020.07
FDP45,15.7,Regular,0.030686952,Snack Foods,253.47,OUT045,2002,Tier 2,Supermarket Type1,1510.03
FDP45,15.7,Regular,0.030624844,Snack Foods,252.27,OUT046,1997,Tier 1,Supermarket Type1,1258.36
FDP46,15.35,Low fat,0.074553522,Snack Foods,91.88,OUT013,1987,Tier 3,Supermarket Type1,2606.61
FDP46,15.35,Low fat,0.066132029,Snack Foods,88.28,OUT046,1997,Tier 1,Supermarket Type1,1797.66
FDP46,15.35,Low fat,0.074601506,Snack Foods,90.98,OUT035,2004,Tier 2,Supermarket Type1,1348.25
FDP46,15.35,Low fat,0.13064231,Snack Foods,88.38,OUT019,1985,Tier 1,Grocery Store,89.88
FDP48,7.52,Regular,0.043810028,Baking Goods,181.4,OUT027,1985,Tier 3,Supermarket Type3,6042.14
FDP48,7.52,Regular,0.044023213,Baking Goods,183.1,OUT046,1997,Tier 1,Supermarket Type1,5492.85
FDP48,7.52,Regular,0.044202545,Baking Goods,183,OUT018,2009,Tier 3,Supermarket Type2,4394.28
FDP48,7.52,Regular,0.044091657,Baking Goods,183,OUT049,1999,Tier 1,Supermarket Type1,3845
FDP48,7.52,Regular,0.044272226,Baking Goods,181.4,OUT017,2007,Tier 2,Supermarket Type1,2563.33
FDP49,9,Regular,0.068754395,Breakfast,54.56,OUT027,1985,Tier 3,Supermarket Type3,1713.1
FDP49,9,Regular,0.069088961,Breakfast,56.36,OUT046,1997,Tier 1,Supermarket Type1,1547.32
FDP49,9,Regular,0.069196376,Breakfast,54.36,OUT049,1999,Tier 1,Supermarket Type1,718.4
FDP49,9,Regular,0.066132029,Breakfast,55.26,OUT018,2009,Tier 3,Supermarket Type2,552.61
FDP49,9,Regular,0.069031467,Breakfast,55.06,OUT013,1987,Tier 3,Supermarket Type1,442.09
FDP49,9,Regular,0.069229076,Breakfast,55.96,OUT045,2002,Tier 2,Supermarket Type1,386.83
FDP49,9,Regular,0.120965853,Breakfast,55.86,OUT019,1985,Tier 1,Grocery Store,110.52
FDP51,13.85,Regular,0.085622362,Meat,119.41,OUT018,2009,Tier 3,Supermarket Type2,2251.74
FDP51,13.85,Regular,0.085274988,Meat,119.61,OUT046,1997,Tier 1,Supermarket Type1,2014.71
FDP51,13.85,Regular,0.149305497,Meat,119.61,OUT019,1985,Tier 1,Grocery Store,592.56
FDP52,18.7,Regular,0.070349402,Frozen Foods,228.6,OUT027,1985,Tier 3,Supermarket Type3,7350.43
FDP52,18.7,Low fat,0.070691729,Frozen Foods,230.2,OUT046,1997,Tier 1,Supermarket Type1,5742.53
FDP52,18.7,Regular,0.071091591,Frozen Foods,228.6,OUT017,2007,Tier 2,Supermarket Type1,4823.72
FDP52,18.7,Regular,0.066132029,Frozen Foods,229.2,OUT035,2004,Tier 2,Supermarket Type1,3215.81
FDP52,18.7,Regular,0.070979698,Frozen Foods,229.5,OUT018,2009,Tier 3,Supermarket Type2,1607.91
FDP56,8.185,Low fat,0.046259036,Fruits and Vegetables,47.47,OUT027,1985,Tier 3,Supermarket Type3,1576.61
FDP56,8.185,Low fat,0.046578409,Fruits and Vegetables,48.67,OUT045,2002,Tier 2,Supermarket Type1,1182.46
FDP56,8.185,Low fat,0.046747071,Fruits and Vegetables,49.97,OUT017,2007,Tier 2,Supermarket Type1,837.58
FDP56,8.185,Low fat,0.046556408,Fruits and Vegetables,47.77,OUT049,1999,Tier 1,Supermarket Type1,640.5
FDP56,8.185,Low fat,0.046673494,Fruits and Vegetables,48.47,OUT018,2009,Tier 3,Supermarket Type2,591.23
FDP57,17.5,Low fat,0.066132029,Snack Foods,103,OUT046,1997,Tier 1,Supermarket Type1,2992.77
FDP57,17.5,Low fat,0.052434201,Snack Foods,104,OUT035,2004,Tier 2,Supermarket Type1,1857.58
FDP57,17.5,Low fat,0.052740763,Snack Foods,103.8,OUT017,2007,Tier 2,Supermarket Type1,1135.19
FDP57,17.5,Low fat,0.052657753,Snack Foods,103.7,OUT018,2009,Tier 3,Supermarket Type2,1031.99
FDP57,17.5,Low fat,0.052550476,Snack Foods,101.3,OUT045,2002,Tier 2,Supermarket Type1,722.39
FDP58,11.1,Low fat,0.066132029,Snack Foods,220.75,OUT049,1999,Tier 1,Supermarket Type1,4380.96
FDP58,11.1,Low fat,0.135416391,Snack Foods,218.35,OUT045,2002,Tier 2,Supermarket Type1,2847.63
FDP58,11.1,Low fat,0.135692831,Snack Foods,220.05,OUT018,2009,Tier 3,Supermarket Type2,2628.58
FDP58,11.1,Low fat,0.236616754,Snack Foods,217.65,OUT019,1985,Tier 1,Grocery Store,219.05
FDP59,20.85,Regular,0.056465714,Breads,103.66,OUT046,1997,Tier 1,Supermarket Type1,2285.03
FDP59,20.85,Regular,0.056192276,Breads,103.16,OUT027,1985,Tier 3,Supermarket Type3,1973.43
FDP59,20.85,Regular,0.056695731,Breads,104.06,OUT018,2009,Tier 3,Supermarket Type2,1869.57
FDP59,20.85,Regular,0.056580228,Breads,105.66,OUT045,2002,Tier 2,Supermarket Type1,623.19
FDP59,20.85,Regular,0.094512029,Breads,104.56,OUT010,1998,Tier 3,Grocery Store,207.73
FDP60,17.35,Low fat,0.055648052,Baking Goods,100.3,OUT027,1985,Tier 3,Supermarket Type3,2833.64
FDP60,17.35,Low fat,0.066132029,Baking Goods,102.9,OUT046,1997,Tier 1,Supermarket Type1,1922.83
FDP60,17.35,Low fat,0.066132029,Baking Goods,101.9,OUT013,1987,Tier 3,Supermarket Type1,1821.63
FDP60,17.35,Low fat,0.056235142,Baking Goods,102,OUT017,2007,Tier 2,Supermarket Type1,1619.23
FDP60,17.35,Low fat,0.056032247,Baking Goods,102.3,OUT045,2002,Tier 2,Supermarket Type1,1619.23
FDP60,17.35,Low fat,0.056005781,Baking Goods,99.2,OUT049,1999,Tier 1,Supermarket Type1,1518.02
FDP60,17.35,Low fat,0.055908268,Baking Goods,99.8,OUT035,2004,Tier 2,Supermarket Type1,607.21
FDQ01,19.7,Regular,0.16102755,Canned,254.1,OUT045,2002,Tier 2,Supermarket Type1,4845.03
FDQ01,19.7,Regular,0.161610636,Canned,255.2,OUT017,2007,Tier 2,Supermarket Type1,3570.02
FDQ01,19.7,Regular,0.160671255,Canned,254.7,OUT035,2004,Tier 2,Supermarket Type1,3570.02
FDQ01,19.7,Regular,0.160951491,Canned,256.1,OUT049,1999,Tier 1,Supermarket Type1,3060.02
FDQ01,19.7,Regular,0.161356273,Canned,253.1,OUT018,2009,Tier 3,Supermarket Type2,2805.02
FDQ03,15,Regular,0.078172471,Meat,238.82,OUT045,2002,Tier 2,Supermarket Type1,3555.37
FDQ03,15,Regular,0.077949334,Meat,238.72,OUT013,1987,Tier 3,Supermarket Type1,2133.22
FDQ03,15,Regular,0.066132029,Meat,235.62,OUT049,1999,Tier 1,Supermarket Type1,1896.2
FDQ03,15,Regular,0.077999504,Meat,238.02,OUT035,2004,Tier 2,Supermarket Type1,1896.2
FDQ03,15,Regular,0.136592891,Meat,238.02,OUT019,1985,Tier 1,Grocery Store,711.07
FDQ04,6.4,Low fat,0.084885375,Frozen Foods,39.28,OUT049,1999,Tier 1,Supermarket Type1,701.75
FDQ04,6.4,Low fat,0.141860161,Frozen Foods,41.08,OUT010,1998,Tier 3,Grocery Store,41.28
FDQ04,6.4,Low fat,0.148392623,Frozen Foods,41.58,OUT019,1985,Tier 1,Grocery Store,41.28
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.75,OUT045,2002,Tier 2,Supermarket Type1,6410.32
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.85,OUT049,1999,Tier 1,Supermarket Type1,6189.28
FDQ07,15.1,Regular,0.087762922,Fruits and Vegetables,221.55,OUT018,2009,Tier 3,Supermarket Type2,2873.59
FDQ07,15.1,Regular,0.086983591,Fruits and Vegetables,219.85,OUT027,1985,Tier 3,Supermarket Type3,1547.32
FDQ07,15.1,Regular,0.087406863,Fruits and Vegetables,221.85,OUT046,1997,Tier 1,Supermarket Type1,663.14
FDQ08,15.7,Regular,0.018838681,Fruits and Vegetables,62.95,OUT027,1985,Tier 3,Supermarket Type3,2266.38
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.95,OUT045,2002,Tier 2,Supermarket Type1,1225.07
FDQ08,15.7,Regular,0.018926773,Fruits and Vegetables,60.25,OUT035,2004,Tier 2,Supermarket Type1,1163.82
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.45,OUT046,1997,Tier 1,Supermarket Type1,857.55
FDQ08,15.7,Regular,0.01903743,Fruits and Vegetables,60.55,OUT017,2007,Tier 2,Supermarket Type1,490.03
FDQ08,15.7,Regular,0.031685529,Fruits and Vegetables,63.15,OUT010,1998,Tier 3,Grocery Store,122.51
FDQ08,15.7,Regular,0.033144603,Fruits and Vegetables,62.75,OUT019,1985,Tier 1,Grocery Store,61.25
FDQ09,7.235,Low fat,0.057850699,Snack Foods,113.28,OUT027,1985,Tier 3,Supermarket Type3,4376.97
FDQ09,7.235,Low fat,0.058222587,Snack Foods,114.88,OUT049,1999,Tier 1,Supermarket Type1,3340.32
FDQ09,7.235,Low fat,0.058121214,Snack Foods,115.88,OUT035,2004,Tier 2,Supermarket Type1,1382.2
FDQ09,7.235,Low fat,0.066132029,Snack Foods,115.18,OUT045,2002,Tier 2,Supermarket Type1,1382.2
FDQ09,7.235,Low fat,0.058369013,Snack Foods,115.28,OUT018,2009,Tier 3,Supermarket Type2,1267.02
FDQ09,7.235,Low fat,0.058083831,Snack Foods,113.68,OUT013,1987,Tier 3,Supermarket Type1,230.37
FDQ10,12.85,Low fat,0.033172957,Snack Foods,172.04,OUT035,2004,Tier 2,Supermarket Type1,5345.71
FDQ10,12.85,Low fat,0.033018559,Snack Foods,170.44,OUT027,1985,Tier 3,Supermarket Type3,5000.82
FDQ10,12.85,Low fat,0.03324652,Snack Foods,172.44,OUT045,2002,Tier 2,Supermarket Type1,4483.5
FDQ10,12.85,Low fat,0.033314389,Snack Foods,171.64,OUT018,2009,Tier 3,Supermarket Type2,3276.4
FDQ10,12.85,Low fat,0.03315162,Snack Foods,170.64,OUT013,1987,Tier 3,Supermarket Type1,2931.52
FDQ10,12.85,Low fat,0.033230816,Snack Foods,172.34,OUT049,1999,Tier 1,Supermarket Type1,1207.1
FDQ10,12.85,Low fat,0.058092551,Snack Foods,172.04,OUT019,1985,Tier 1,Grocery Store,517.33
FDQ11,5.695,Regular,0.067688124,Breads,258.9,OUT035,2004,Tier 2,Supermarket Type1,5396.97
FDQ11,5.695,Regular,0.06797671,Breads,257.5,OUT018,2009,Tier 3,Supermarket Type2,3083.99
FDQ11,5.695,Regular,0.067373081,Breads,258.9,OUT027,1985,Tier 3,Supermarket Type3,3083.99
FDQ11,5.695,Regular,0.067700925,Breads,256.6,OUT046,1997,Tier 1,Supermarket Type1,2055.99
FDQ11,5.695,Regular,0.118535581,Breads,256.4,OUT019,1985,Tier 1,Grocery Store,257
FDQ12,12.65,Low fat,0.03523927,Baking Goods,231.6,OUT027,1985,Tier 3,Supermarket Type3,5972.23
FDQ12,12.65,Low fat,0.035482562,Baking Goods,231.4,OUT045,2002,Tier 2,Supermarket Type1,2526.71
FDQ12,12.65,Low fat,0.035404052,Baking Goods,230.6,OUT035,2004,Tier 2,Supermarket Type1,2067.31
FDQ12,12.65,Low fat,0.035410748,Baking Goods,231.4,OUT046,1997,Tier 1,Supermarket Type1,2067.31
FDQ12,12.65,Low fat,0.061999648,Baking Goods,230,OUT019,1985,Tier 1,Grocery Store,689.1
FDQ13,11.1,Low fat,0.010590075,Canned,84.69,OUT027,1985,Tier 3,Supermarket Type3,3691.2
FDQ13,11.1,Low fat,0.010658153,Canned,83.09,OUT049,1999,Tier 1,Supermarket Type1,1593.93
FDQ13,11.1,Low fat,0.010632752,Canned,82.59,OUT013,1987,Tier 3,Supermarket Type1,1510.03
FDQ13,11.1,Low fat,0.010663189,Canned,82.39,OUT045,2002,Tier 2,Supermarket Type1,1342.25
FDQ13,11.1,Low fat,0.010639596,Canned,84.19,OUT035,2004,Tier 2,Supermarket Type1,755.02
FDQ13,11.1,Low fat,0.018632082,Canned,82.99,OUT019,1985,Tier 1,Grocery Store,503.34
FDQ14,9.27,Low fat,0.061775607,Dairy,150.11,OUT035,2004,Tier 2,Supermarket Type1,2696.49
FDQ14,9.27,Low fat,0.062038986,Dairy,148.01,OUT018,2009,Tier 3,Supermarket Type2,1797.66
FDQ14,9.27,Low fat,0.061883353,Dairy,147.91,OUT049,1999,Tier 1,Supermarket Type1,1647.86
FDQ14,9.27,Low fat,0.10818157,Dairy,149.61,OUT019,1985,Tier 1,Grocery Store,449.42
FDQ14,9.27,Low fat,0.103419257,Dairy,148.11,OUT010,1998,Tier 3,Grocery Store,149.81
FDQ15,20.35,Regular,0.151308326,Meat,81.73,OUT049,1999,Tier 1,Supermarket Type1,2030.69
FDQ15,20.35,Regular,0.150947728,Meat,81.03,OUT013,1987,Tier 3,Supermarket Type1,1868.23
FDQ15,20.35,Regular,0.150341867,Meat,83.13,OUT027,1985,Tier 3,Supermarket Type3,1868.23
FDQ15,20.35,Regular,0.066132029,Meat,81.63,OUT046,1997,Tier 1,Supermarket Type1,1787.01
FDQ15,20.35,Regular,0.151044881,Meat,79.23,OUT035,2004,Tier 2,Supermarket Type1,649.82
FDQ15,20.35,Regular,0.252865979,Meat,82.73,OUT010,1998,Tier 3,Grocery Store,162.46
FDQ16,19.7,Low fat,0.041803291,Frozen Foods,110.39,OUT049,1999,Tier 1,Supermarket Type1,3275.74
FDQ16,19.7,Low fat,0.041730507,Frozen Foods,109.29,OUT035,2004,Tier 2,Supermarket Type1,2402.21
FDQ16,19.7,Low fat,0.041974489,Frozen Foods,108.69,OUT017,2007,Tier 2,Supermarket Type1,2183.82
FDQ16,19.7,Low fat,0.041823046,Frozen Foods,108.09,OUT045,2002,Tier 2,Supermarket Type1,1965.44
FDQ16,19.7,Low fat,0.041703666,Frozen Foods,109.19,OUT013,1987,Tier 3,Supermarket Type1,1637.87
FDQ19,7.35,Regular,0.014295564,Fruits and Vegetables,242.65,OUT027,1985,Tier 3,Supermarket Type3,12117.56
FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.35,OUT045,2002,Tier 2,Supermarket Type1,5331.73
FDQ19,7.35,Regular,0.014353174,Fruits and Vegetables,242.65,OUT013,1987,Tier 3,Supermarket Type1,969.4
FDQ19,7.35,Low fat,0.024044279,Fruits and Vegetables,241.05,OUT010,1998,Tier 3,Grocery Store,242.35
FDQ20,8.325,Low fat,0.029640604,Fruits and Vegetables,40.81,OUT027,1985,Tier 3,Supermarket Type3,1543.32
FDQ20,8.325,Low fat,0.029779207,Fruits and Vegetables,39.31,OUT035,2004,Tier 2,Supermarket Type1,974.73
FDQ20,8.325,Low fat,0.029953314,Fruits and Vegetables,39.51,OUT017,2007,Tier 2,Supermarket Type1,568.59
FDQ20,8.325,Low fat,0.029760052,Fruits and Vegetables,38.71,OUT013,1987,Tier 3,Supermarket Type1,284.3
FDQ20,8.325,Low fat,0.029845243,Fruits and Vegetables,41.61,OUT045,2002,Tier 2,Supermarket Type1,284.3
FDQ21,21.25,Low fat,0.019407069,Snack Foods,119.38,OUT013,1987,Tier 3,Supermarket Type1,3271.74
FDQ21,21.25,Low fat,0.019502354,Snack Foods,120.88,OUT018,2009,Tier 3,Supermarket Type2,3150.57
FDQ21,21.25,Low fat,0.019423232,Snack Foods,120.88,OUT046,1997,Tier 1,Supermarket Type1,3150.57
FDQ21,21.25,Low fat,0.019533098,Snack Foods,120.48,OUT017,2007,Tier 2,Supermarket Type1,1938.81
FDQ21,21.25,Low fat,0.019462623,Snack Foods,120.88,OUT045,2002,Tier 2,Supermarket Type1,1575.28
FDQ21,21.25,Low fat,0.01945343,Snack Foods,120.88,OUT049,1999,Tier 1,Supermarket Type1,1454.11
FDQ22,16.75,Low fat,0.029595637,Snack Foods,40.98,OUT027,1985,Tier 3,Supermarket Type3,864.21
FDQ22,16.75,Low fat,0.029785889,Snack Foods,38.98,OUT049,1999,Tier 1,Supermarket Type1,628.52
FDQ22,16.75,Low fat,0.029799965,Snack Foods,39.18,OUT045,2002,Tier 2,Supermarket Type1,314.26
FDQ23,6.55,Low fat,0.024521191,Breads,100.63,OUT035,2004,Tier 2,Supermarket Type1,2665.86
FDQ23,6.55,Low fat,0.024664556,Breads,103.33,OUT017,2007,Tier 2,Supermarket Type1,2050.66
FDQ23,6.55,Low fat,0.024407061,Breads,102.33,OUT027,1985,Tier 3,Supermarket Type3,1948.13
FDQ23,6.55,Low fat,0.024505418,Breads,102.93,OUT013,1987,Tier 3,Supermarket Type1,1845.6
FDQ23,6.55,Low fat,0.042941559,Breads,102.93,OUT019,1985,Tier 1,Grocery Store,102.53
FDQ24,15.7,Low fat,0.074083388,Baking Goods,253.37,OUT017,2007,Tier 2,Supermarket Type1,6795.15
FDQ24,15.7,Low fat,0.073605395,Baking Goods,249.67,OUT013,1987,Tier 3,Supermarket Type1,6543.48
FDQ24,15.7,Low fat,0.073966786,Baking Goods,250.57,OUT018,2009,Tier 3,Supermarket Type2,4026.76
FDQ24,15.7,Low fat,0.073816097,Baking Goods,253.47,OUT045,2002,Tier 2,Supermarket Type1,2013.38
FDQ24,15.7,Low fat,0.12898088,Baking Goods,250.47,OUT019,1985,Tier 1,Grocery Store,251.67
FDQ25,8.63,Regular,0.028391879,Canned,173.94,OUT018,2009,Tier 3,Supermarket Type2,4138.61
FDQ25,8.63,Regular,0.028139761,Canned,173.74,OUT027,1985,Tier 3,Supermarket Type3,3621.29
FDQ25,8.63,Regular,0.028320655,Canned,172.54,OUT049,1999,Tier 1,Supermarket Type1,2241.75
FDQ25,8.63,Regular,0.028271345,Canned,170.54,OUT035,2004,Tier 2,Supermarket Type1,2069.31
FDQ25,8.63,Regular,0.047329385,Canned,174.14,OUT010,1998,Tier 3,Grocery Store,517.33
FDQ26,13.5,Regular,0.067543727,Dairy,57.26,OUT027,1985,Tier 3,Supermarket Type3,2073.97
FDQ26,13.5,Regular,0.067859568,Dairy,60.16,OUT035,2004,Tier 2,Supermarket Type1,1599.92
FDQ26,13.5,Regular,0.068010049,Dairy,57.26,OUT045,2002,Tier 2,Supermarket Type1,770.33
FDQ26,13.5,Regular,0.068148886,Dairy,58.66,OUT018,2009,Tier 3,Supermarket Type2,711.07
FDQ26,13.5,Regular,0.066132029,Dairy,57.86,OUT049,1999,Tier 1,Supermarket Type1,711.07
FDQ26,13.5,Regular,0.068256316,Dairy,60.96,OUT017,2007,Tier 2,Supermarket Type1,533.31
FDQ26,13.5,Regular,0.067872402,Dairy,57.86,OUT046,1997,Tier 1,Supermarket Type1,355.54
FDQ27,5.19,Regular,0.044321422,Meat,103.9,OUT049,1999,Tier 1,Supermarket Type1,2889.57
